,TRUE,,1,
7526,1.37625,,0.3775,
7527,1.37531,,0.3775,
7528,1.37241,,0.3775,
7529,1.36754,,0.3775,
7530,1.36074,,1.35,
7531,1.35203,,1.33875,
7532,1.34144,,1.3325,
7533,1.32901,,1.3175,
7534,1.3148,,1.3025,
7535,1.29886,,1.2975,
7536,1.28126,,1.2975,
7537,1.26206,,1.255,
7538,1.24133,,1.22875,
7539,1.21917,,1.23,
7540,1.19566,,1.185,
7541,1.17089,,1.1525,
7542,1.14496,,1.12,
7543,1.11798,,1.095,
7544,1.09004,,1.0975,
7545,1.06126,,1.04,
7546,1.03176,,1.045,
7547,1.00164,,0.975,
7548,0.971041,,0.94375,
7549,0.940067,,0.915,
7550,0.908845,,0.88,
7551,0.8775,,0.8475,
7552,0.846155,,0.815,
7553,0.814933,,0.785,
7554,0.783959,,0.7525,
7555,0.753355,,0.72125,
7556,0.723242,,0.68875,
7557,0.693738,,0.66,
7558,0.66496,,0.635,
7559,0.637023,,0.605,
7560,0.610037,,0.5825,
7561,0.584107,,0.55375,
7562,0.559338,,0.53,
7563,0.535826,,0.505,
7564,0.513666,,0.4825,
7565,0.492943,,0.465,
7566,0.473742,,0.5,
7567,0.456136,,0.475,
7568,0.440197,,0.42,
7569,0.425986,,0.4075,
7570,0.413562,,0.4,
7571,0.402972,,0.39,
7572,0.394258,,0.3825,
7573,0.387456,,0.365,
7574,0.382593,,0.41,
7575,0.379687,,0.40875,
7576,0.37875,,0.40875,
7577,0.379787,,0.40875,
7578,0.382793,,0.41,
7579,0.387756,,0.41375,
7580,0.394658,,0.3825,
7581,0.403472,,0.38,
7582,0.414162,,0.4375,
7583,0.426686,,0.4525,
7584,0.440997,,0.465,
7585,0.457036,,0.475,
7586,0.474742,,0.4975,
7587,0.494043,,0.4725,
7588,0.514866,,0.4975,
7589,0.537126,,0.5625,
7590,0.560738,,0.5875,
7591,0.585607,,0.615,
7592,0.611637,,0.65,
7593,0.638723,,0.6725,
7594,0.66676,,0.70125,
7595,0.695638,,0.7275,
7596,0.725242,,0.76,
7597,0.755455,,0.79,
7598,0.786159,,0.8175,
7599,0.817233,,0.8475,
7600,0.848555,,0.82125,
7601,0.88,,0.905,
7602,0.911445,,0.9425,
7603,0.942767,,0.9675,
7604,0.973841,,1.0025,
7605,1.00454,,1.03,
7606,1.03476,,1.05125,
7607,1.06436,,1.09,
7608,1.09324,,1.115,
7609,1.12128,,1.10625,
7610,1.14836,,1.165,
7611,1.17439,,1.17375,
7612,1.19926,,1.2025,
7613,1.22287,,1.2325,
7614,1.24513,,1.26,
7615,1.26596,,1.28625,
7616,1.28526,,1.31,
7617,1.30296,,1.3175,
7618,1.319,,1.3125,
7619,1.33331,,1.335,
7620,1.34584,,1.3375,
7621,1.35653,,0.3825,
7622,1.36534,,0.3775,
7623,1.37224,,0.3775,
7624,1.37721,,0.3775,
7625,1.38021,,0.38,
7626,1.38125,,0.3825,
7627,1.38031,,0.3925,
7628,1.37741,,0.3925,
7629,1.37254,,0.3925,
7630,1.36574,,1.3575,
7631,1.35703,,1.3475,
7632,1.34644,,1.34,
7633,1.33401,,1.3225,
7634,1.3198,,1.305,
7635,1.30386,,1.2975,
7636,1.28626,,1.295,
7637,1.26706,,1.26,
7638,1.24633,,1.22625,
7639,1.22417,,1.2,
7640,1.20066,,1.19125,
7641,1.17589,,1.15,
7642,1.14996,,1.1225,
7643,1.12298,,1.1125,
7644,1.09504,,1.0725,
7645,1.06626,,1.045,
7646,1.03676,,1.02875,
7647,1.00664,,0.99,
7648,0.976041,,0.95,
7649,0.945067,,0.9175,
7650,0.913845,,0.89,
7651,0.8825,,0.86125,
7652,0.851155,,0.82625,
7653,0.819933,,0.79,
7654,0.788959,,0.7625,
7655,0.758355,,0.73,
7656,0.728242,,0.6975,
7657,0.698738,,0.67,
7658,0.66996,,0.64,
7659,0.642023,,0.6125,
7660,0.615037,,0.5825,
7661,0.589107,,0.56,
7662,0.564338,,0.535,
7663,0.540826,,0.5625,
7664,0.518666,,0.4825,
7665,0.497943,,0.475,
7666,0.478742,,0.4575,
7667,0.461136,,0.4925,
7668,0.445197,,0.43,
7669,0.430986,,0.4125,
7670,0.418562,,0.44,
7671,0.407972,,0.38,
7672,0.399258,,0.38,
7673,0.392456,,0.39,
7674,0.387593,,0.41375,
7675,0.384687,,0.4125,
7676,0.38375,,0.4125,
7677,0.384787,,0.4075,
7678,0.387793,,0.4125,
7679,0.392756,,0.39,
7680,0.399658,,0.38,
7681,0.408472,,0.38,
7682,0.419162,,0.44375,
7683,0.431686,,0.4525,
7684,0.445997,,0.4325,
7685,0.462036,,0.495,
7686,0.479742,,0.49875,
7687,0.499043,,0.4725,
7688,0.519866,,0.5,
7689,0.542126,,0.5775,
7690,0.565738,,0.6,
7691,0.590607,,0.6175,
7692,0.616637,,0.645,
7693,0.643723,,0.6725,
7694,0.67176,,0.705,
7695,0.700638,,0.73625,
7696,0.730242,,0.76,
7697,0.760455,,0.79125,
7698,0.791159,,0.82,
7699,0.822233,,0.8525,
7700,0.853555,,0.88375,
7701,0.885,,0.92,
7702,0.916445,,0.94,
7703,0.947767,,0.975,
7704,0.978841,,1.01,
7705,1.00954,,0.995,
7706,1.03976,,1.055,
7707,1.06936,,1.0725,
7708,1.09824,,1.1125,
7709,1.12628,,1.12375,
7710,1.15336,,1.17,
7711,1.17939,,1.1975,
7712,1.20426,,1.205,
7713,1.22787,,1.2325,
7714,1.25013,,1.2725,
7715,1.27096,,1.29,
7716,1.29026,,1.3025,
7717,1.30796,,1.325,
7718,1.324,,1.3475,
7719,1.33831,,1.3375,
7720,1.35084,,1.355,
7721,1.36153,,1.355,
7722,1.37034,,0.3825,
7723,1.37724,,0.3825,
7724,1.38221,,0.3825,
7725,1.38521,,0.3975,
7726,1.38625,,0.4,
7727,1.38531,,0.4,
7728,1.38241,,0.4,
7729,1.37754,,0.4,
7730,1.37074,,0.3875,
7731,1.36203,,1.355,
7732,1.35144,,1.34,
7733,1.33901,,1.33,
7734,1.3248,,1.3125,
7735,1.30886,,1.3,
7736,1.29126,,1.28375,
7737,1.27206,,1.2625,
7738,1.25133,,1.2325,
7739,1.22917,,1.21,
7740,1.20566,,1.18,
7741,1.18089,,1.1725,
7742,1.15496,,1.14,
7743,1.12798,,1.1175,
7744,1.10004,,1.08,
7745,1.07126,,1.04875,
7746,1.04176,,1.02,
7747,1.01164,,1.005,
7748,0.981041,,0.9625,
7749,0.950067,,0.925,
7750,0.918845,,0.8925,
7751,0.8875,,0.8625,
7752,0.856155,,0.8325,
7753,0.824933,,0.7975,
7754,0.793959,,0.7625,
7755,0.763355,,0.73,
7756,0.733242,,0.7,
7757,0.703738,,0.6725,
7758,0.67496,,0.6425,
7759,0.647023,,0.6125,
7760,0.620037,,0.5875,
7761,0.594107,,0.565,
7762,0.569338,,0.5975,
7763,0.545826,,0.57,
7764,0.523666,,0.495,
7765,0.502943,,0.47,
7766,0.483742,,0.46,
7767,0.466136,,0.495,
7768,0.450197,,0.44,
7769,0.435986,,0.41875,
7770,0.423562,,0.4025,
7771,0.412972,,0.4,
7772,0.404258,,0.3925,
7773,0.397456,,0.38,
7774,0.392593,,0.39,
7775,0.389687,,0.39875,
7776,0.38875,,0.39,
7777,0.389787,,0.4125,
7778,0.392793,,0.3875,
7779,0.397756,,0.38,
7780,0.404658,,0.38,
7781,0.413472,,0.43125,
7782,0.424162,,0.45,
7783,0.436686,,0.45625,
7784,0.450997,,0.4725,
7785,0.467036,,0.4975,
7786,0.484742,,0.515,
7787,0.504043,,0.4775,
7788,0.524866,,0.555,
7789,0.547126,,0.5725,
7790,0.570738,,0.6025,
7791,0.595607,,0.63,
7792,0.621637,,0.6575,
7793,0.648723,,0.615,
7794,0.67676,,0.70625,
7795,0.705638,,0.735,
7796,0.735242,,0.765,
7797,0.765455,,0.79,
7798,0.796159,,0.825,
7799,0.827233,,0.86,
7800,0.858555,,0.89,
7801,0.89,,0.92,
7802,0.921445,,0.9525,
7803,0.952767,,0.9825,
7804,0.983841,,1.01125,
7805,1.01454,,1.0175,
7806,1.04476,,1.06875,
7807,1.07436,,1.1,
7808,1.10324,,1.125,
7809,1.13128,,1.1325,
7810,1.15836,,1.1775,
7811,1.18439,,1.17,
7812,1.20926,,1.2075,
7813,1.23287,,1.24,
7814,1.25513,,1.2775,
7815,1.27596,,1.2925,
7816,1.29526,,1.3125,
7817,1.31296,,1.325,
7818,1.329,,1.3425,
7819,1.34331,,1.36,
7820,1.35584,,1.3475,
7821,1.36653,,1.375,
7822,1.37534,,0.3875,
7823,1.38224,,0.3875,
7824,1.38721,,0.4,
7825,1.39021,,0.4025,
7826,1.39125,,0.4025,
7827,1.39031,,0.395,
7828,1.38741,,0.395,
7829,1.38254,,0.4025,
7830,1.37574,,0.3975,
7831,1.36703,,1.365,
7832,1.35644,,1.345,
7833,1.34401,,1.335,
7834,1.3298,,1.3175,
7835,1.31386,,1.3025,
7836,1.29626,,1.2875,
7837,1.27706,,1.2725,
7838,1.25633,,1.2425,
7839,1.23417,,1.2175,
7840,1.21066,,1.185,
7841,1.18589,,1.17,
7842,1.15996,,1.145,
7843,1.13298,,1.1275,
7844,1.10504,,1.08625,
7845,1.07626,,1.0575,
7846,1.04676,,1.05125,
7847,1.01664,,1.02,
7848,0.986041,,0.9625,
7849,0.955067,,0.93,
7850,0.923845,,0.8975,
7851,0.8925,,0.87,
7852,0.861155,,0.83375,
7853,0.829933,,0.805,
7854,0.798959,,0.7725,
7855,0.768355,,0.795,
7856,0.738242,,0.7075,
7857,0.708738,,0.6775,
7858,0.67996,,0.6475,
7859,0.652023,,0.62,
7860,0.625037,,0.595,
7861,0.599107,,0.565,
7862,0.574338,,0.55,
7863,0.550826,,0.5225,
7864,0.528666,,0.5025,
7865,0.507943,,0.4825,
7866,0.488742,,0.5175,
7867,0.471136,,0.4975,
7868,0.455197,,0.47,
7869,0.440986,,0.4225,
7870,0.428562,,0.41125,
7871,0.417972,,0.405,
7872,0.409258,,0.4225,
7873,0.402456,,0.38,
7874,0.397593,,0.38,
7875,0.394687,,0.3825,
7876,0.39375,,0.3825,
7877,0.394787,,0.3825,
7878,0.397793,,0.38,
7879,0.402756,,0.38,
7880,0.409658,,0.4225,
7881,0.418472,,0.44,
7882,0.429162,,0.45,
7883,0.441686,,0.47,
7884,0.455997,,0.47625,
7885,0.472036,,0.5,
7886,0.489742,,0.51875,
7887,0.509043,,0.535,
7888,0.529866,,0.5575,
7889,0.552126,,0.5825,
7890,0.575738,,0.6025,
7891,0.600607,,0.6325,
7892,0.626637,,0.66,
7893,0.653723,,0.685,
7894,0.68176,,0.7125,
7895,0.710638,,0.74,
7896,0.740242,,0.77375,
7897,0.770455,,0.8,
7898,0.801159,,0.83,
7899,0.832233,,0.8625,
7900,0.863555,,0.8925,
7901,0.895,,0.9225,
7902,0.926445,,0.955,
7903,0.957767,,0.98,
7904,0.988841,,0.9675,
7905,1.01954,,1.01875,
7906,1.04976,,1.0725,
7907,1.07936,,1.1025,
7908,1.10824,,1.12125,
7909,1.13628,,1.15875,
7910,1.16336,,1.185,
7911,1.18939,,1.2075,
7912,1.21426,,1.2175,
7913,1.23787,,1.25,
7914,1.26013,,1.27875,
7915,1.28096,,1.2975,
7916,1.30026,,1.3175,
7917,1.31796,,1.33875,
7918,1.334,,1.335,
7919,1.34831,,1.35,
7920,1.36084,,1.35625,
7921,1.37153,,0.3925,
7922,1.38034,,0.3925,
7923,1.38724,,0.4025,
7924,1.39221,,0.4025,
7925,1.39521,,0.4025,
7926,1.39625,,0.4025,
7927,1.39531,,0.4025,
7928,1.39241,,0.4025,
7929,1.38754,,0.4025,
7930,1.38074,,0.4025,
7931,1.37203,,0.3975,
7932,1.36144,,1.3575,
7933,1.34901,,1.335,
7934,1.3348,,1.32125,
7935,1.31886,,1.305,
7936,1.30126,,1.2975,
7937,1.28206,,1.2975,
7938,1.26133,,1.255,
7939,1.23917,,1.2225,
7940,1.21566,,1.1925,
7941,1.19089,,1.1825,
7942,1.16496,,1.16625,
7943,1.13798,,1.14,
7944,1.11004,,1.0925,
7945,1.08126,,1.06,
7946,1.05176,,1.045,
7947,1.02164,,1.0225,
7948,0.991041,,0.9675,
7949,0.960067,,0.935,
7950,0.928845,,0.9175,
7951,0.8975,,0.8725,
7952,0.866155,,0.84,
7953,0.834933,,0.805,
7954,0.803959,,0.78,
7955,0.773355,,0.7475,
7956,0.743242,,0.7175,
7957,0.713738,,0.6875,
7958,0.68496,,0.6575,
7959,0.657023,,0.6275,
7960,0.630037,,0.595,
7961,0.604107,,0.58125,
7962,0.579338,,0.5525,
7963,0.555826,,0.5275,
7964,0.533666,,0.55,
7965,0.512943,,0.4825,
7966,0.493742,,0.47,
7967,0.476136,,0.455,
7968,0.460197,,0.4925,
7969,0.445986,,0.4325,
7970,0.433562,,0.4175,
7971,0.422972,,0.445,
7972,0.414258,,0.4325,
7973,0.407456,,0.3875,
7974,0.402593,,0.38,
7975,0.399687,,0.38,
7976,0.39875,,0.38,
7977,0.399787,,0.38,
7978,0.402793,,0.3825,
7979,0.407756,,0.3875,
7980,0.414658,,0.4325,
7981,0.423472,,0.44,
7982,0.434162,,0.4525,
7983,0.446686,,0.4725,
7984,0.460997,,0.4925,
7985,0.477036,,0.4975,
7986,0.494742,,0.5225,
7987,0.514043,,0.4975,
7988,0.534866,,0.5575,
7989,0.557126,,0.5875,
7990,0.580738,,0.61,
7991,0.605607,,0.5825,
7992,0.631637,,0.665,
7993,0.658723,,0.69,
7994,0.68676,,0.72125,
7995,0.715638,,0.75,
7996,0.745242,,0.7775,
7997,0.775455,,0.8075,
7998,0.806159,,0.8325,
7999,0.837233,,0.8675,
8000,0.868555,,0.895,
8001,0.9,,0.93375,
8002,0.931445,,0.965,
8003,0.962767,,0.9925,
8004,0.993841,,1.0225,
8005,1.02454,,1.0225,
8006,1.05476,,1.08,
8007,1.08436,,1.09,
8008,1.11324,,1.11,
8009,1.14128,,1.1575,
8010,1.16836,,1.185,
8011,1.19439,,1.2075,
8012,1.21926,,1.23125,
8013,1.24287,,1.255,
8014,1.26513,,1.285,
8015,1.28596,,1.31,
8016,1.30526,,1.3225,
8017,1.32296,,1.315,
8018,1.339,,1.3425,
8019,1.35331,,1.355,
8020,1.36584,,1.3575,
8021,1.37653,,0.3975,
8022,1.38534,,0.4,
8023,1.39224,,1.3925,
8024,1.39721,,1.3925,
8025,1.40021,,1.395,
8026,1.40125,,1.3925,
8027,1.40031,,1.3975,
8028,1.39741,,0.4025,
8029,1.39254,,1.3925,
8030,1.38574,,0.4025,
8031,1.37703,,0.4025,
8032,1.36644,,1.3625,
8033,1.35401,,1.33875,
8034,1.3398,,1.33,
8035,1.32386,,1.3125,
8036,1.30626,,1.2975,
8037,1.28706,,1.295,
8038,1.26633,,1.26,
8039,1.24417,,1.2225,
8040,1.22066,,1.195,
8041,1.19589,,1.1825,
8042,1.16996,,1.1475,
8043,1.14298,,1.12,
8044,1.11504,,1.095,
8045,1.08626,,1.0625,
8046,1.05676,,1.0375,
8047,1.02664,,1.0275,
8048,0.996041,,0.9725,
8049,0.965067,,0.94,
8050,0.933845,,0.9175,
8051,0.9025,,0.875,
8052,0.871155,,0.8425,
8053,0.839933,,0.81,
8054,0.808959,,0.7775,
8055,0.778355,,0.74625,
8056,0.748242,,0.7175,
8057,0.718738,,0.6875,
8058,0.68996,,0.66,
8059,0.662023,,0.63,
8060,0.635037,,0.665,
8061,0.609107,,0.58375,
8062,0.584338,,0.555,
8063,0.560826,,0.5325,
8064,0.538666,,0.51,
8065,0.517943,,0.4825,
8066,0.498742,,0.475,
8067,0.481136,,0.46,
8068,0.465197,,0.495,
8069,0.450986,,0.44,
8070,0.438562,,0.42,
8071,0.427972,,0.4125,
8072,0.419258,,0.41,
8073,0.412456,,0.43,
8074,0.407593,,0.38875,
8075,0.404687,,0.3825,
8076,0.40375,,0.3825,
8077,0.404787,,0.3825,
8078,0.407793,,0.38875,
8079,0.412756,,0.43,
8080,0.419658,,0.435,
8081,0.428472,,0.445,
8082,0.439162,,0.465,
8083,0.451686,,0.44,
8084,0.465997,,0.495,
8085,0.482036,,0.4875,
8086,0.499742,,0.4725,
8087,0.519043,,0.5,
8088,0.539866,,0.565,
8089,0.562126,,0.58875,
8090,0.585738,,0.61375,
8091,0.610607,,0.64,
8092,0.636637,,0.67,
8093,0.663723,,0.695,
8094,0.69176,,0.7275,
8095,0.720638,,0.7525,
8096,0.750242,,0.7825,
8097,0.780455,,0.8125,
8098,0.811159,,0.77875,
8099,0.842233,,0.87,
8100,0.873555,,0.9,
8101,0.905,,0.935,
8102,0.936445,,0.96625,
8103,0.967767,,0.995,
8104,0.998841,,0.975,
8105,1.02954,,1.0275,
8106,1.05976,,1.08625,
8107,1.08936,,1.115,
8108,1.11824,,1.13875,
8109,1.14628,,1.1675,
8110,1.17336,,1.17375,
8111,1.19939,,1.2,
8112,1.22426,,1.2325,
8113,1.24787,,1.2675,
8114,1.27013,,1.29,
8115,1.29096,,1.3025,
8116,1.31026,,1.33,
8117,1.32796,,1.3475,
8118,1.344,,1.3375,
8119,1.35831,,1.355,
8120,1.37084,,1.3775,
8121,1.38153,,0.4025,
8122,1.39034,,1.39125,
8123,1.39724,,1.3925,
8124,1.40221,,1.3975,
8125,1.40521,,0.405,
8126,1.40625,,1.39,
8127,1.40531,,1.39,
8128,1.40241,,1.39,
8129,1.39754,,1.39,
8130,1.39074,,1.3675,
8131,1.38203,,0.4075,
8132,1.37144,,1.3775,
8133,1.35901,,1.3575,
8134,1.3448,,1.3325,
8135,1.32886,,1.31,
8136,1.31126,,1.31375,
8137,1.29206,,1.305,
8138,1.27133,,1.2625,
8139,1.24917,,1.22875,
8140,1.22566,,1.2,
8141,1.20089,,1.175,
8142,1.17496,,1.155,
8143,1.14798,,1.1225,
8144,1.12004,,1.1125,
8145,1.09126,,1.0725,
8146,1.06176,,1.04,
8147,1.03164,,1.01,
8148,1.00104,,0.9725,
8149,0.970067,,0.9425,
8150,0.938845,,0.9125,
8151,0.9075,,0.8775,
8152,0.876155,,0.8475,
8153,0.844933,,0.815,
8154,0.813959,,0.785,
8155,0.783355,,0.7525,
8156,0.753242,,0.72125,
8157,0.723738,,0.68875,
8158,0.69496,,0.665,
8159,0.667023,,0.635,
8160,0.640037,,0.6075,
8161,0.614107,,0.58375,
8162,0.589338,,0.5625,
8163,0.565826,,0.535,
8164,0.543666,,0.56875,
8165,0.522943,,0.4975,
8166,0.503742,,0.47,
8167,0.486136,,0.5175,
8168,0.470197,,0.4975,
8169,0.455986,,0.44625,
8170,0.443562,,0.43,
8171,0.432972,,0.4175,
8172,0.424258,,0.45,
8173,0.417456,,0.4375,
8174,0.412593,,0.4275,
8175,0.409687,,0.42,
8176,0.40875,,0.42,
8177,0.409787,,0.42,
8178,0.412793,,0.4275,
8179,0.417756,,0.43375,
8180,0.424658,,0.44,
8181,0.433472,,0.45,
8182,0.444162,,0.4325,
8183,0.456686,,0.49125,
8184,0.470997,,0.4975,
8185,0.487036,,0.5225,
8186,0.504742,,0.4775,
8187,0.524043,,0.5525,
8188,0.544866,,0.57,
8189,0.567126,,0.6,
8190,0.590738,,0.62125,
8191,0.615607,,0.65,
8192,0.641637,,0.67875,
8193,0.668723,,0.6375,
8194,0.69676,,0.7325,
8195,0.725638,,0.76,
8196,0.755242,,0.79,
8197,0.785455,,0.82,
8198,0.816159,,0.8475,
8199,0.847233,,0.82,
8200,0.878555,,0.9075,
8201,0.91,,0.94,
8202,0.941445,,0.97,
8203,0.972767,,1.0025,
8204,1.00384,,1.0325,
8205,1.03454,,1.065,
8206,1.06476,,1.0925,
8207,1.09436,,1.09625,
8208,1.12324,,1.11,
8209,1.15128,,1.16,
8210,1.17836,,1.1725,
8211,1.20439,,1.205,
8212,1.22926,,1.235,
8213,1.25287,,1.275,
8214,1.27513,,1.295,
8215,1.29596,,1.3125,
8216,1.31526,,1.34,
8217,1.33296,,1.33375,
8218,1.349,,1.3475,
8219,1.36331,,1.3575,
8220,1.37584,,1.3825,
8221,1.38653,,0.4075,
8222,1.39534,,0.4075,
8223,1.40224,,1.39,
8224,1.40721,,1.39,
8225,1.41021,,1.39,
8226,1.41125,,1.39,
8227,1.41031,,1.39,
8228,1.40741,,1.39,
8229,1.40254,,1.39,
8230,1.39574,,1.375,
8231,1.38703,,0.4125,
8232,1.37644,,1.3925,
8233,1.36401,,1.3575,
8234,1.3498,,1.335,
8235,1.33386,,1.32,
8236,1.31626,,1.3,
8237,1.29706,,1.305,
8238,1.27633,,1.2725,
8239,1.25417,,1.2375,
8240,1.23066,,1.20875,
8241,1.20589,,1.18,
8242,1.17996,,1.155,
8243,1.15298,,1.16,
8244,1.12504,,1.1175,
8245,1.09626,,1.0775,
8246,1.06676,,1.045,
8247,1.03664,,1.01,
8248,1.00604,,0.99,
8249,0.975067,,0.95,
8250,0.943845,,0.9175,
8251,0.9125,,0.8875,
8252,0.881155,,0.845,
8253,0.849933,,0.82625,
8254,0.818959,,0.79125,
8255,0.788355,,0.76,
8256,0.758242,,0.73,
8257,0.728738,,0.69875,
8258,0.69996,,0.67,
8259,0.672023,,0.6425,
8260,0.645037,,0.6125,
8261,0.619107,,0.58,
8262,0.594338,,0.565,
8263,0.570826,,0.5975,
8264,0.548666,,0.57,
8265,0.527943,,0.555,
8266,0.508742,,0.4825,
8267,0.491136,,0.465,
8268,0.475197,,0.4575,
8269,0.460986,,0.4925,
8270,0.448562,,0.435,
8271,0.437972,,0.4275,
8272,0.429258,,0.4175,
8273,0.422456,,0.4125,
8274,0.417593,,0.4375,
8275,0.414687,,0.43,
8276,0.41375,,0.43,
8277,0.414787,,0.43,
8278,0.417793,,0.43,
8279,0.422756,,0.435,
8280,0.429658,,0.445,
8281,0.438472,,0.45,
8282,0.449162,,0.4425,
8283,0.461686,,0.4925,
8284,0.475997,,0.495,
8285,0.492036,,0.51375,
8286,0.509742,,0.5375,
8287,0.529043,,0.555,
8288,0.549866,,0.57625,
8289,0.572126,,0.6025,
8290,0.595738,,0.5675,
8291,0.620607,,0.59,
8292,0.646637,,0.6825,
8293,0.673723,,0.705,
8294,0.70176,,0.735,
8295,0.730638,,0.765,
8296,0.760242,,0.79,
8297,0.790455,,0.82,
8298,0.821159,,0.85,
8299,0.852233,,0.8825,
8300,0.883555,,0.9075,
8301,0.915,,0.9425,
8302,0.946445,,0.975,
8303,0.977767,,1.005,
8304,1.00884,,1.03875,
8305,1.03954,,1.06875,
8306,1.06976,,1.0975,
8307,1.09936,,1.11,
8308,1.12824,,1.125,
8309,1.15628,,1.175,
8310,1.18336,,1.17,
8311,1.20939,,1.2075,
8312,1.23426,,1.245,
8313,1.25787,,1.2775,
8314,1.28013,,1.305,
8315,1.30096,,1.3125,
8316,1.32026,,1.3425,
8317,1.33796,,1.3375,
8318,1.354,,1.36,
8319,1.36831,,1.375,
8320,1.38084,,1.385,
8321,1.39153,,0.4125,
8322,1.40034,,1.39,
8323,1.40724,,1.3925,
8324,1.41221,,1.3925,
8325,1.41521,,1.405,
8326,1.41625,,1.4075,
8327,1.41531,,1.4075,
8328,1.41241,,1.4075,
8329,1.40754,,1.4075,
8330,1.40074,,1.4075,
8331,1.39203,,1.3725,
8332,1.38144,,1.3975,
8333,1.36901,,1.3675,
8334,1.3548,,1.3375,
8335,1.33886,,1.33,
8336,1.32126,,1.31,
8337,1.30206,,1.2975,
8338,1.28133,,1.2975,
8339,1.25917,,1.2425,
8340,1.23566,,1.2125,
8341,1.21089,,1.1875,
8342,1.18496,,1.165,
8343,1.15798,,1.16,
8344,1.13004,,1.1275,
8345,1.10126,,1.085,
8346,1.07176,,1.0475,
8347,1.04164,,1.02,
8348,1.01104,,0.9925,
8349,0.980067,,0.96125,
8350,0.948845,,0.925,
8351,0.9175,,0.89125,
8352,0.886155,,0.86,
8353,0.854933,,0.8275,
8354,0.823959,,0.795,
8355,0.793355,,0.76,
8356,0.763242,,0.73,
8357,0.733738,,0.7,
8358,0.70496,,0.675,
8359,0.677023,,0.6425,
8360,0.650037,,0.6175,
8361,0.624107,,0.625,
8362,0.599338,,0.5775,
8363,0.575826,,0.5525,
8364,0.553666,,0.5275,
8365,0.532943,,0.5075,
8366,0.513742,,0.4825,
8367,0.496136,,0.4725,
8368,0.480197,,0.46,
8369,0.465986,,0.495,
8370,0.453562,,0.44,
8371,0.442972,,0.4325,
8372,0.434258,,0.4225,
8373,0.427456,,0.4125,
8374,0.422593,,0.415,
8375,0.419687,,0.44,
8376,0.41875,,0.43,
8377,0.419787,,0.42625,
8378,0.422793,,0.435,
8379,0.427756,,0.4425,
8380,0.434658,,0.45,
8381,0.443472,,0.46,
8382,0.454162,,0.4725,
8383,0.466686,,0.495,
8384,0.480997,,0.5025,
8385,0.497036,,0.4725,
8386,0.514742,,0.5,
8387,0.534043,,0.5575,
8388,0.554866,,0.585,
8389,0.577126,,0.60625,
8390,0.600738,,0.5775,
8391,0.625607,,0.6,
8392,0.651637,,0.6875,
8393,0.678723,,0.7125,
8394,0.70676,,0.7425,
8395,0.735638,,0.77,
8396,0.765242,,0.8025,
8397,0.795455,,0.825,
8398,0.826159,,0.8575,
8399,0.857233,,0.89,
8400,0.888555,,0.92,
8401,0.92,,0.95,
8402,0.951445,,0.9825,
8403,0.982767,,1.01,
8404,1.01384,,1.0175,
8405,1.04454,,1.07,
8406,1.07476,,1.1,
8407,1.10436,,1.13,
8408,1.13324,,1.155,
8409,1.16128,,1.185,
8410,1.18836,,1.21,
8411,1.21439,,1.22,
8412,1.23926,,1.2525,
8413,1.26287,,1.2825,
8414,1.28513,,1.3075,
8415,1.30596,,1.3225,
8416,1.32526,,1.345,
8417,1.34296,,1.34,
8418,1.359,,1.385,
8419,1.37331,,1.38,
8420,1.38584,,1.3925,
8421,1.39653,,0.4175,
8422,1.40534,,1.4075,
8423,1.41224,,1.4075,
8424,1.41721,,1.4075,
8425,1.42021,,0.42,
8426,1.42125,,0.4225,
8427,1.42031,,0.4225,
8428,1.41741,,1.415,
8429,1.41254,,1.415,
8430,1.40574,,1.395,
8431,1.39703,,1.39,
8432,1.38644,,1.3675,
8433,1.37401,,1.3875,
8434,1.3598,,1.3525,
8435,1.34386,,1.33,
8436,1.32626,,1.3075,
8437,1.30706,,1.2875,
8438,1.28633,,1.27,
8439,1.26417,,1.26,
8440,1.24066,,1.21625,
8441,1.21589,,1.2225,
8442,1.18996,,1.18,
8443,1.16298,,1.1475,
8444,1.13504,,1.14,
8445,1.10626,,1.08875,
8446,1.07676,,1.055,
8447,1.04664,,1.05,
8448,1.01604,,1.0175,
8449,0.985067,,0.9675,
8450,0.953845,,0.93,
8451,0.9225,,0.895,
8452,0.891155,,0.8625,
8453,0.859933,,0.83,
8454,0.828959,,0.7975,
8455,0.798355,,0.77,
8456,0.768242,,0.795,
8457,0.738738,,0.7075,
8458,0.70996,,0.6775,
8459,0.682023,,0.65,
8460,0.655037,,0.625,
8461,0.629107,,0.595,
8462,0.604338,,0.58,
8463,0.580826,,0.5525,
8464,0.558666,,0.53,
8465,0.537943,,0.56,
8466,0.518742,,0.4825,
8467,0.501136,,0.4725,
8468,0.485197,,0.5175,
8469,0.470986,,0.4975,
8470,0.458562,,0.49125,
8471,0.447972,,0.4375,
8472,0.439258,,0.425,
8473,0.432456,,0.4225,
8474,0.427593,,0.42,
8475,0.424687,,0.45,
8476,0.42375,,0.45,
8477,0.424787,,0.45,
8478,0.427793,,0.45,
8479,0.432756,,0.425,
8480,0.439658,,0.425,
8481,0.448472,,0.4375,
8482,0.459162,,0.4925,
8483,0.471686,,0.5,
8484,0.485997,,0.5125,
8485,0.502036,,0.47,
8486,0.519742,,0.5,
8487,0.539043,,0.56375,
